Marital status,Application mode,Application order,Course,Daytime/evening attendance,Previous qualification,Previous qualification (grade),Mother's qualification,Father's qualification,Mother's occupation,Father's occupation,Admission grade,Displaced,Debtor,Tuition fees up to date,Gender,Scholarship holder,Age at enrollment,International,Curricular units 1st sem (credited),Curricular units 1st sem (enrolled),Curricular units 1st sem (evaluations),Curricular units 1st sem (approved),Curricular units 1st sem (grade),Curricular units 1st sem (without evaluations),Curricular units 2nd sem (credited),Curricular units 2nd sem (enrolled),Curricular units 2nd sem (evaluations),Curricular units 2nd sem (approved),Curricular units 2nd sem (grade),Curricular units 2nd sem (without evaluations),Target,Is_Mature_Student,First_Generation_Student,Financial_Risk_Flag,Pass_Rate_1st_Sem,Pass_Rate_2nd_Sem,Evaluation_Load_Ratio_1st_Sem,Evaluation_Load_Ratio_2nd_Sem
Single,Special/Non-Traditional,-0.5540677512436588,Social & Humanities,Evening,Basic/Secondary,2.152652491397673,Basic/Secondary,Basic/Secondary,Clerical/Service,Blue-Collar & Skilled Trades,-1.863082958468955,No,No,Yes,Male,No,2.732960345257062,No,9,13,18,13,11.846153846153848,0,9,11,11,11,12.0,0,Graduate,1,1,0,1.0,1.0,1.3846153846153846,1.0
Single,Special/Non-Traditional,-0.5540677512436588,Social & Humanities,Daytime,Basic/Secondary,0.03690696313447821,Basic/Secondary,Basic/Secondary,Student,Unknown/Not Reported,-1.3451401764776563,No,No,Yes,Male,No,0.7558833646152,No,0,5,5,0,0.0,0,0,5,5,0,0.0,0,Dropout,1,1,0,0.0,0.0,1.0,1.0
Not Single,Special/Non-Traditional,-0.5540677512436588,"Business, Management & Hospitality",Daytime,Basic/Secondary,0.5601558572210751,Higher Education,Basic/Secondary,Professional/Managerial,Blue-Collar & Skilled Trades,2.971049673449833,No,Yes,No,Male,No,3.9192065336421793,No,0,6,11,3,14.333333333333334,0,0,6,6,0,0.0,0,Dropout,1,0,1,0.5,0.0,1.8333333333333333,1.0
Not Single,Special/Non-Traditional,-0.5540677512436588,"Business, Management & Hospitality",Evening,Vocational/Technical,-0.7290080847314089,Basic/Secondary,Basic/Secondary,Blue-Collar & Skilled Trades,Blue-Collar & Skilled Trades,-0.27472509369563886,No,No,Yes,Male,No,1.8103244209575264,No,0,5,10,5,15.8,0,0,5,5,5,17.6,0,Enrolled,1,1,0,1.0,1.0,2.0,1.0
Single,Special/Non-Traditional,-0.5540677512436588,"Business, Management & Hospitality",Daytime,Basic/Secondary,0.7118222033331321,Basic/Secondary,Basic/Secondary,Blue-Collar & Skilled Trades,Blue-Collar & Skilled Trades,0.7956899890863786,Yes,No,Yes,Male,No,-0.6939730878554988,No,0,6,16,5,13.8,0,0,6,7,5,12.4,0,Enrolled,0,1,0,0.8333333333333334,0.8333333333333334,2.6666666666666665,1.1666666666666667
Single,Special/Non-Traditional,-0.5540677512436588,STEM,Daytime,Basic/Secondary,0.03690696313447821,Basic/Secondary,Basic/Secondary,Clerical/Service,Clerical/Service,0.8992785454846383,No,Yes,Yes,Male,No,1.546714156871945,No,3,10,18,6,12.666666666666666,0,1,9,11,3,12.0,2,Dropout,1,1,1,0.6,0.3333333333333333,1.8,1.2222222222222223
Single,General Contingent,-0.5540677512436588,"Business, Management & Hospitality",Daytime,Basic/Secondary,-1.3356734691796368,Basic/Secondary,Basic/Secondary,Professional/Managerial,Blue-Collar & Skilled Trades,-0.9238800471247336,No,No,Yes,Male,No,-0.034947427641544786,No,0,6,10,6,13.0,0,0,6,9,6,12.0,0,Enrolled,0,1,0,1.0,1.0,1.6666666666666667,1.5
Single,General Contingent,-0.5540677512436588,Social & Humanities,Daytime,Basic/Secondary,1.7734866261175306,Basic/Secondary,Basic/Secondary,Blue-Collar & Skilled Trades,Clerical/Service,2.971049673449833,Yes,No,Yes,Male,No,-0.16675255968433558,No,0,0,0,0,0.0,0,0,0,0,0,0.0,0,Graduate,0,1,0,0.0,0.0,0.0,0.0
Single,Special/Non-Traditional,-0.5540677512436588,Social & Humanities,Evening,Basic/Secondary,0.5601558572210751,Basic/Secondary,Basic/Secondary,Unknown/Not Reported,Clerical/Service,-0.7926678756869375,No,No,No,Male,No,1.2831038927863632,No,0,6,6,1,11.0,0,0,6,0,0,0.0,0,Dropout,1,1,1,0.16666666666666666,0.0,1.0,0.0
Single,Other Special,0.9684140695650034,Social & Humanities,Daytime,Higher Education,-0.19817587333920963,Basic/Secondary,Basic/Secondary,Unknown/Not Reported,Blue-Collar & Skilled Trades,0.20868816949623997,No,No,No,Male,No,2.3375449491286897,No,0,5,9,0,0.0,4,0,5,9,0,0.0,3,Dropout,1,1,1,0.0,0.0,1.8,1.8
Not Single,Other Special,-0.5540677512436588,Health Sciences,Daytime,Higher Education,0.5601558572210751,Basic/Secondary,Basic/Secondary,Blue-Collar & Skilled Trades,Blue-Collar & Skilled Trades,0.8992785454846383,No,No,Yes,Male,No,3.6555962695565976,No,4,7,7,7,15.2,0,6,8,8,8,16.575,0,Graduate,1,1,0,1.0,1.0,1.0,1.0
Single,Special/Non-Traditional,-0.5540677512436588,"Business, Management & Hospitality",Daytime,Basic/Secondary,0.5601558572210751,Basic/Secondary,Higher Education,Professional/Managerial,Professional/Managerial,-0.026112558339815857,No,No,Yes,Male,No,-0.562167955812708,No,2,6,7,6,14.428571428571429,0,1,7,8,7,14.375,0,Graduate,0,0,0,1.0,1.0,1.1666666666666667,1.1428571428571428
Single,Special/Non-Traditional,-0.5540677512436588,"Business, Management & Hospitality",Evening,Basic/Secondary,0.03690696313447821,Basic/Secondary,Basic/Secondary,Blue-Collar & Skilled Trades,Blue-Collar & Skilled Trades,1.1202674658009248,No,No,Yes,Male,No,1.546714156871945,No,0,5,5,0,0.0,0,0,5,5,0,0.0,0,Dropout,1,1,0,0.0,0.0,1.0,1.0
Single,General Contingent,0.2071731591606723,Social & Humanities,Daytime,Basic/Secondary,-0.12234270028318116,Basic/Secondary,Basic/Secondary,Clerical/Service,Blue-Collar & Skilled Trades,0.30537082213461614,Yes,No,Yes,Male,No,-0.4303628237699172,Yes,0,0,0,0,0.0,0,0,0,0,0,0.0,0,Graduate,0,1,0,0.0,0.0,0.0,0.0
Single,Special/Non-Traditional,-0.5540677512436588,"Business, Management & Hospitality",Daytime,Basic/Secondary,0.6359890302771035,Higher Education,Higher Education,Professional/Managerial,Professional/Managerial,0.4365829935724122,Yes,No,Yes,Male,No,-0.6939730878554988,No,0,6,13,4,13.75,0,0,6,8,5,11.2,0,Enrolled,0,0,0,0.6666666666666666,0.8333333333333334,2.1666666666666665,1.3333333333333333
Single,General Contingent,-0.5540677512436588,Social & Humanities,Daytime,Basic/Secondary,-0.9565076038994943,Basic/Secondary,Basic/Secondary,Blue-Collar & Skilled Trades,Blue-Collar & Skilled Trades,-0.5993025704101862,No,Yes,No,Male,Yes,-0.6939730878554988,No,0,6,11,5,12.166666666666666,0,0,6,15,3,12.0,0,Dropout,0,1,1,0.8333333333333334,0.5,1.8333333333333333,2.5
Single,Other Special,-0.5540677512436588,Social & Humanities,Daytime,Vocational/Technical,0.5601558572210751,Higher Education,Basic/Secondary,Clerical/Service,Blue-Collar & Skilled Trades,0.8992785454846383,No,No,Yes,Male,No,-0.2985576917271264,No,0,6,12,5,12.142857142857142,0,0,6,11,5,11.666666666666666,0,Graduate,0,0,0,0.8333333333333334,0.8333333333333334,2.0,1.8333333333333333
Single,General Contingent,-0.5540677512436588,"Business, Management & Hospitality",Daytime,Basic/Secondary,-0.04650952722715268,Basic/Secondary,Basic/Secondary,Blue-Collar & Skilled Trades,Blue-Collar & Skilled Trades,-0.15732472977761094,Yes,No,Yes,Male,No,-0.2985576917271264,No,0,6,9,6,12.0,0,0,6,8,5,11.6,0,Graduate,0,1,0,1.0,0.8333333333333334,1.5,1.3333333333333333
Not Single,Special/Non-Traditional,0.2071731591606723,"Business, Management & Hospitality",Daytime,Basic/Secondary,-0.19817587333920963,Basic/Secondary,Basic/Secondary,Clerical/Service,Blue-Collar & Skilled Trades,0.8992785454846383,No,No,Yes,Male,No,1.414909024829154,No,0,5,10,3,11.666666666666666,1,0,5,7,4,12.75,0,Graduate,1,1,0,0.6,0.8,2.0,1.4
Not Single,Special/Non-Traditional,-0.5540677512436588,Social & Humanities,Daytime,Basic/Secondary,0.5601558572210751,Basic/Secondary,Basic/Secondary,Blue-Collar & Skilled Trades,Blue-Collar & Skilled Trades,1.5898689214730366,Yes,No,Yes,Male,No,1.414909024829154,No,0,6,9,0,0.0,0,0,6,6,0,0.0,0,Dropout,1,1,0,0.0,0.0,1.5,1.0
Single,General Contingent,0.2071731591606723,"Business, Management & Hospitality",Daytime,Basic/Secondary,-1.714839334459779,Higher Education,Higher Education,Clerical/Service,Blue-Collar & Skilled Trades,-0.785761971927054,Yes,No,Yes,Male,No,-0.2985576917271264,No,0,6,10,6,11.875,0,0,6,8,5,12.0,0,Graduate,0,0,0,1.0,0.8333333333333334,1.6666666666666667,1.3333333333333333
Single,Special/Non-Traditional,-0.5540677512436588,Social & Humanities,Daytime,Basic/Secondary,0.5601558572210751,Higher Education,Basic/Secondary,Professional/Managerial,Blue-Collar & Skilled Trades,-0.6959852230485615,No,No,Yes,Male,No,1.1512987607435725,No,6,11,15,7,11.285714285714286,0,5,7,10,6,12.333333333333334,0,Enrolled,1,0,0,0.6363636363636364,0.8571428571428571,1.3636363636363635,1.4285714285714286
Single,General Contingent,0.2071731591606723,"Business, Management & Hospitality",Daytime,Basic/Secondary,-0.19817587333920963,Basic/Secondary,Basic/Secondary,Clerical/Service,Blue-Collar & Skilled Trades,-0.24710147865610252,Yes,No,Yes,Male,No,0.8876884966579909,No,0,6,17,2,10.0,0,0,6,15,3,11.333333333333334,0,Dropout,1,1,0,0.3333333333333333,0.5,2.8333333333333335,2.5
Single,General Contingent,-0.5540677512436588,Social & Humanities,Daytime,Basic/Secondary,0.33265633805298966,Basic/Secondary,Higher Education,Professional/Managerial,Blue-Collar & Skilled Trades,1.348162289877097,Yes,Yes,Yes,Male,No,-0.562167955812708,No,6,12,13,11,12.0,0,4,11,15,10,11.181818181818182,0,Enrolled,0,0,1,0.9166666666666666,0.9090909090909091,1.0833333333333333,1.3636363636363635
Single,Special/Non-Traditional,-0.5540677512436588,Social & Humanities,Daytime,Basic/Secondary,1.9251529722295875,Basic/Secondary,Basic/Secondary,Blue-Collar & Skilled Trades,Blue-Collar & Skilled Trades,-0.6821734155287943,Yes,No,Yes,Male,No,-0.4303628237699172,No,1,7,7,6,13.833333333333334,0,1,6,7,5,13.0,0,Dropout,0,1,0,0.8571428571428571,0.8333333333333334,1.0,1.1666666666666667
Single,General Contingent,-0.5540677512436588,Social & Humanities,Daytime,Basic/Secondary,-0.6531749116753804,Basic/Secondary,Basic/Secondary,Blue-Collar & Skilled Trades,Blue-Collar & Skilled Trades,-0.9031623358450809,Yes,No,Yes,Male,No,-0.6939730878554988,No,0,6,0,0,0.0,0,0,6,0,0,0.0,0,Dropout,0,1,0,0.0,0.0,0.0,0.0
Single,General Contingent,-0.5540677512436588,"Business, Management & Hospitality",Daytime,Basic/Secondary,0.25682316499696123,Higher Education,Higher Education,Professional/Managerial,Professional/Managerial,0.1189114206177474,No,No,Yes,Male,No,-0.562167955812708,No,0,6,7,6,14.428571428571429,0,0,6,6,6,12.5,0,Graduate,0,0,0,1.0,1.0,1.1666666666666667,1.0
Single,General Contingent,0.9684140695650034,Health Sciences,Daytime,Basic/Secondary,0.7118222033331321,Higher Education,Higher Education,Professional/Managerial,Professional/Managerial,0.40895937853287584,Yes,No,Yes,Male,No,-0.6939730878554988,No,0,7,8,5,14.2,0,0,7,9,6,12.4,0,Dropout,0,0,0,0.7142857142857143,0.8571428571428571,1.1428571428571428,1.2857142857142858
Single,Special/Non-Traditional,-0.5540677512436588,"Business, Management & Hospitality",Evening,Basic/Secondary,1.3184875877813598,Basic/Secondary,Basic/Secondary,Clerical/Service,Blue-Collar & Skilled Trades,-0.27472509369563886,No,No,Yes,Male,No,0.4922731005296184,No,0,5,8,4,11.5,0,0,5,9,3,10.333333333333334,0,Dropout,1,1,0,0.8,0.6,1.6,1.8
Single,Special/Non-Traditional,-0.5540677512436588,Social & Humanities,Daytime,Vocational/Technical,-0.9565076038994943,Basic/Secondary,Basic/Secondary,Blue-Collar & Skilled Trades,Blue-Collar & Skilled Trades,0.1948763619764728,Yes,No,Yes,Male,No,3.7874014015993884,No,0,6,7,5,13.0,0,0,6,6,6,15.0,0,Graduate,1,1,0,0.8333333333333334,1.0,1.1666666666666667,1.0
Not Single,Special/Non-Traditional,-0.5540677512436588,Social & Humanities,Daytime,Basic/Secondary,1.2426544147253313,Basic/Secondary,Basic/Secondary,Clerical/Service,Clerical/Service,2.011129050825959,Yes,No,No,Male,No,0.7558833646152,No,0,6,6,0,0.0,0,0,6,8,0,0.0,0,Dropout,1,1,1,0.0,0.0,1.0,1.3333333333333333
Single,Special/Non-Traditional,-0.5540677512436588,Social & Humanities,Daytime,Vocational/Technical,-0.19817587333920963,Basic/Secondary,Basic/Secondary,Clerical/Service,Clerical/Service,-0.48190220649215837,Yes,Yes,No,Male,No,-0.16675255968433558,No,0,6,12,3,11.333333333333334,0,0,6,13,2,11.0,0,Dropout,0,1,1,0.5,0.3333333333333333,2.0,2.1666666666666665
Single,Special/Non-Traditional,-0.5540677512436588,Health Sciences,Daytime,Basic/Secondary,-1.714839334459779,Basic/Secondary,Basic/Secondary,Blue-Collar & Skilled Trades,Blue-Collar & Skilled Trades,-0.6752675117689096,Yes,No,Yes,Male,No,0.6240782325724092,Yes,13,18,45,18,12.5,12,10,13,26,12,11.428571428571429,6,Graduate,1,1,0,1.0,0.9230769230769231,2.5,2.0
Single,Special/Non-Traditional,-0.5540677512436588,"Business, Management & Hospitality",Daytime,Vocational/Technical,0.03690696313447821,Basic/Secondary,Basic/Secondary,Unknown/Not Reported,Professional/Managerial,-1.3796696952770762,Yes,No,Yes,Male,No,0.8876884966579909,No,0,5,5,0,0.0,0,0,5,5,0,0.0,0,Dropout,1,1,0,0.0,0.0,1.0,1.0
Single,General Contingent,0.2071731591606723,Health Sciences,Daytime,Basic/Secondary,0.10515681888490426,Basic/Secondary,Basic/Secondary,Clerical/Service,Professional/Managerial,0.09819370933809662,Yes,No,Yes,Female,No,-0.6939730878554988,No,0,7,7,7,13.471428571428572,0,0,8,9,8,13.944444444444445,0,Graduate,0,1,0,1.0,1.0,1.0,1.125
Single,General Contingent,0.2071731591606723,"Business, Management & Hospitality",Daytime,Basic/Secondary,-0.19817587333920963,Basic/Secondary,Basic/Secondary,Clerical/Service,Clerical/Service,-0.24710147865610252,Yes,No,Yes,Female,No,-0.2985576917271264,No,0,5,5,4,11.75,0,0,5,5,3,13.333333333333334,0,Graduate,0,1,0,0.8,0.6,1.0,1.0
Single,General Contingent,-0.5540677512436588,Social & Humanities,Daytime,Basic/Secondary,0.6359890302771035,Basic/Secondary,Basic/Secondary,Blue-Collar & Skilled Trades,Blue-Collar & Skilled Trades,-0.019206654579931284,Yes,Yes,Yes,Female,Yes,-0.4303628237699172,No,0,6,9,6,13.333333333333334,0,0,6,10,6,14.666666666666666,0,Graduate,0,1,1,1.0,1.0,1.5,1.6666666666666667
Single,Special/Non-Traditional,-0.5540677512436588,Health Sciences,Daytime,Basic/Secondary,-0.7290080847314089,Basic/Secondary,Basic/Secondary,Professional/Managerial,Professional/Managerial,-0.27472509369563886,Yes,No,Yes,Female,Yes,-0.2985576917271264,No,0,8,8,8,13.105,0,0,8,8,8,13.105,0,Graduate,0,1,0,1.0,1.0,1.0,1.0
Not Single,Special/Non-Traditional,-0.5540677512436588,"Business, Management & Hospitality",Evening,Basic/Secondary,0.03690696313447821,Basic/Secondary,Basic/Secondary,Blue-Collar & Skilled Trades,Blue-Collar & Skilled Trades,0.7059132402078859,No,Yes,No,Female,No,1.1512987607435725,No,0,5,5,0,0.0,0,0,5,6,0,0.0,0,Dropout,1,1,1,0.0,0.0,1.0,1.2
Single,General Contingent,0.9684140695650034,Social & Humanities,Daytime,Basic/Secondary,-0.8048412577874374,Basic/Secondary,Basic/Secondary,Blue-Collar & Skilled Trades,Blue-Collar & Skilled Trades,-0.07445388465900295,Yes,No,Yes,Male,Yes,-0.4303628237699172,No,0,6,6,6,15.5,0,0,6,7,6,12.166666666666666,0,Graduate,0,1,0,1.0,1.0,1.0,1.1666666666666667
Single,General Contingent,1.7296549799693344,Social & Humanities,Daytime,Basic/Secondary,-0.04650952722715268,Basic/Secondary,Basic/Secondary,Clerical/Service,Clerical/Service,0.7611604702869585,Yes,Yes,No,Male,No,-0.562167955812708,No,0,0,0,0,0.0,0,0,0,0,0,0.0,0,Dropout,0,1,1,0.0,0.0,0.0,0.0
Single,Special/Non-Traditional,-0.5540677512436588,"Business, Management & Hospitality",Daytime,Basic/Secondary,0.03690696313447821,Basic/Secondary,Basic/Secondary,Blue-Collar & Skilled Trades,Clerical/Service,0.08438190181832748,No,Yes,No,Male,No,-0.6939730878554988,Yes,0,6,6,4,11.25,0,0,6,7,3,12.333333333333334,0,Dropout,0,1,1,0.6666666666666666,0.5,1.0,1.1666666666666667
Single,Special/Non-Traditional,-0.5540677512436588,"Business, Management & Hospitality",Evening,Basic/Secondary,-0.19817587333920963,Basic/Secondary,Higher Education,Blue-Collar & Skilled Trades,Clerical/Service,-0.03301846209969945,Yes,No,No,Male,No,-0.034947427641544786,No,10,15,24,12,11.0,0,10,14,21,11,11.363636363636363,1,Dropout,0,0,1,0.8,0.7857142857142857,1.6,1.5
Single,General Contingent,-0.5540677512436588,"Business, Management & Hospitality",Daytime,Basic/Secondary,-1.6390061614037505,Basic/Secondary,Basic/Secondary,Professional/Managerial,Professional/Managerial,-1.0067508922433406,Yes,No,Yes,Male,No,-0.4303628237699172,No,0,6,10,6,12.333333333333334,0,0,6,9,4,13.0,0,Graduate,0,1,0,1.0,0.6666666666666666,1.6666666666666667,1.5
Not Single,Special/Non-Traditional,0.2071731591606723,"Business, Management & Hospitality",Daytime,Basic/Secondary,0.03690696313447821,Basic/Secondary,Basic/Secondary,Blue-Collar & Skilled Trades,Blue-Collar & Skilled Trades,-1.2415516200793966,Yes,No,Yes,Female,No,2.9965706093426436,No,4,9,18,8,11.375,2,0,5,11,5,11.8,0,Graduate,1,1,0,0.8888888888888888,1.0,2.0,2.2
Single,General Contingent,-0.5540677512436588,Social & Humanities,Daytime,Basic/Secondary,-0.577341738619352,Higher Education,Higher Education,Professional/Managerial,Professional/Managerial,-1.863082958468955,No,No,Yes,Male,No,0.4922731005296184,No,16,18,19,18,12.22222222222222,0,9,12,15,12,12.384615384615383,0,Graduate,1,0,0,1.0,1.0,1.0555555555555556,1.25
Single,Other Special,-0.5540677512436588,Social & Humanities,Daytime,Basic/Secondary,0.33265633805298966,Higher Education,Basic/Secondary,Professional/Managerial,Blue-Collar & Skilled Trades,1.2238560221991848,Yes,No,Yes,Male,No,-0.4303628237699172,No,0,0,0,0,0.0,0,0,0,0,0,0.0,0,Enrolled,0,0,0,0.0,0.0,0.0,0.0
Not Single,Special/Non-Traditional,0.9684140695650034,Social & Humanities,Evening,Basic/Secondary,-2.473171065020064,Basic/Secondary,Basic/Secondary,Blue-Collar & Skilled Trades,Blue-Collar & Skilled Trades,-0.48190220649215837,Yes,No,Yes,Male,No,2.3375449491286897,No,5,9,11,9,12.0,0,3,7,8,6,12.0,0,Graduate,1,1,0,1.0,0.8571428571428571,1.2222222222222223,1.1428571428571428
Single,Special/Non-Traditional,-0.5540677512436588,"Business, Management & Hospitality",Daytime,Basic/Secondary,0.03690696313447821,Basic/Secondary,Higher Education,Blue-Collar & Skilled Trades,Professional/Managerial,-1.863082958468955,No,Yes,Yes,Male,No,2.205739817085899,Yes,0,5,10,1,11.0,0,0,5,10,1,10.0,0,Enrolled,1,0,1,0.2,0.2,2.0,2.0
Not Single,Other Special,-0.5540677512436588,Social & Humanities,Evening,Vocational/Technical,1.3184875877813598,Basic/Secondary,Basic/Secondary,Clerical/Service,Clerical/Service,1.8661050718683958,No,No,Yes,Male,No,1.8103244209575264,No,12,16,17,16,14.125,0,6,11,14,10,13.0,0,Graduate,1,1,0,1.0,0.9090909090909091,1.0625,1.2727272727272727
Single,General Contingent,1.7296549799693344,"Business, Management & Hospitality",Daytime,Basic/Secondary,-0.9565076038994943,Basic/Secondary,Basic/Secondary,Clerical/Service,Blue-Collar & Skilled Trades,-1.082715833602065,No,No,Yes,Male,No,-0.4303628237699172,No,0,5,8,5,10.2,0,0,5,7,5,11.2,0,Enrolled,0,1,0,1.0,1.0,1.6,1.4
Single,Other Special,-0.5540677512436588,Social & Humanities,Daytime,Vocational/Technical,1.3184875877813598,Basic/Secondary,Basic/Secondary,Clerical/Service,Clerical/Service,1.5898689214730366,Yes,No,Yes,Female,No,-0.4303628237699172,No,0,5,7,4,12.0,1,0,5,6,4,12.4,0,Enrolled,0,1,0,0.8,0.8,1.4,1.2
Single,Other Special,-0.5540677512436588,"Business, Management & Hospitality",Evening,Higher Education,0.03690696313447821,Basic/Secondary,Basic/Secondary,Clerical/Service,Professional/Managerial,-1.863082958468955,No,No,Yes,Female,No,0.3604679684868276,No,8,9,11,9,12.333333333333334,0,4,7,7,7,12.571428571428571,0,Graduate,1,1,0,1.0,1.0,1.2222222222222223,1.0
Not Single,Special/Non-Traditional,-0.5540677512436588,Social & Humanities,Evening,Basic/Secondary,0.03690696313447821,Basic/Secondary,Basic/Secondary,Blue-Collar & Skilled Trades,Blue-Collar & Skilled Trades,2.4531068914585346,No,No,Yes,Male,No,4.05101166568497,No,4,9,9,9,14.333333333333334,0,2,7,7,7,13.857142857142858,0,Graduate,1,1,0,1.0,1.0,1.0,1.0
Single,General Contingent,2.4908958903736655,"Business, Management & Hospitality",Daytime,Basic/Secondary,-0.04650952722715268,Basic/Secondary,Basic/Secondary,Clerical/Service,Clerical/Service,0.4918302236514829,Yes,No,Yes,Male,No,-0.2985576917271264,No,0,6,6,6,15.166666666666666,0,0,6,9,6,14.0,0,Graduate,0,1,0,1.0,1.0,1.0,1.5
Single,General Contingent,-0.5540677512436588,Health Sciences,Daytime,Basic/Secondary,0.10515681888490426,Basic/Secondary,Basic/Secondary,Blue-Collar & Skilled Trades,Blue-Collar & Skilled Trades,0.41586528229275943,Yes,No,Yes,Female,Yes,-0.4303628237699172,No,0,6,8,6,15.142857142857142,0,0,6,8,6,15.142857142857142,0,Graduate,0,1,0,1.0,1.0,1.3333333333333333,1.3333333333333333
Single,General Contingent,3.2521368007779965,Social & Humanities,Daytime,Basic/Secondary,-0.5015085655633235,Basic/Secondary,Basic/Secondary,Clerical/Service,Clerical/Service,-0.5509612440909982,Yes,No,Yes,Female,No,-0.6939730878554988,No,0,6,0,0,0.0,0,0,6,0,0,0.0,0,Dropout,0,1,0,0.0,0.0,0.0,0.0
Single,General Contingent,0.9684140695650034,Health Sciences,Daytime,Basic/Secondary,0.25682316499696123,Basic/Secondary,Basic/Secondary,Clerical/Service,Blue-Collar & Skilled Trades,0.28465311085496336,Yes,No,Yes,Female,No,-0.562167955812708,No,0,7,9,6,13.411428571428573,0,0,8,12,7,13.294444444444444,0,Enrolled,0,1,0,0.8571428571428571,0.875,1.2857142857142858,1.5
Single,General Contingent,0.2071731591606723,Social & Humanities,Daytime,Basic/Secondary,-0.2740090463952381,Basic/Secondary,Basic/Secondary,Clerical/Service,Blue-Collar & Skilled Trades,0.16725274693693645,Yes,No,Yes,Female,No,-0.6939730878554988,No,0,6,7,6,12.333333333333334,0,0,6,7,6,12.166666666666666,0,Graduate,0,1,0,1.0,1.0,1.1666666666666667,1.1666666666666667
Single,General Contingent,-0.5540677512436588,Health Sciences,Daytime,Basic/Secondary,-0.5015085655633235,Higher Education,Basic/Secondary,Professional/Managerial,Blue-Collar & Skilled Trades,-0.21257195985668262,Yes,No,Yes,Female,No,-0.562167955812708,No,0,6,13,4,11.8,0,0,6,18,4,12.2,0,Enrolled,0,0,0,0.6666666666666666,0.6666666666666666,2.1666666666666665,3.0
